finding_id,company,ticker,sector,source_ids,finding_name,finding_type,evidence_quotation_or_summary,page_or_section,employee_training,responsible_ai_framework,human_involvement_discussed,privacy_discussed,accuracy_or_hallucination_discussed,environmental_limitation_discussed,reason_excluded_from_operational_count,coded_by,coded_date,notes
PSON-GOV-017,Pearson plc,PSON,Media,PSON-001,Safeguards and responsible use (p.101),document_level_governance_discussion,"mitments; regulatory landscape, reporting and ratings; and sustainability due diligence in our supply chains and business partnerships. Responsible AI Overseeing Pearson’s application of AI with a focus on: the identification of AI-related risks (e.g. biases, IP protection); managing transparency",p.101,no,no,no,no,no,unclear,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging PSON-GOV-017 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
PSON-GOV-018,Pearson plc,PSON,Media,PSON-001,Ai governance framework (p.102),document_level_governance_discussion,"r the Committee and for Pearson more broadly over the past year. We assessed Pearson’s progress in providing safe, inclusive and legally compliant AI-enabled learning environments through attention to Pearson’s RAI principles and strategy. We noted the latest assessment of Pearson’s AI governance",p.102,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging PSON-GOV-018 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
PSON-GOV-019,Pearson plc,PSON,Media,PSON-001,Safeguards and responsible use (p.102),document_level_governance_discussion,"government relations and safeguarding. In late 2024, we refreshed our remit to increase and codify our focus on thought leadership and Responsible AI, reflective of Pearson’s commitment to these areas. These themes featured prominently in our work throughout 2025, and you can read more about some",p.102,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging PSON-GOV-019 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
PSON-GOV-020,Pearson plc,PSON,Media,PSON-001,Safeguards and responsible use (p.103),document_level_governance_discussion,"quality of papers and meeting discussions, and the relationships between the Committee and management. Following the recent addition of Responsible AI to the Committee’s remit, the review also sought participants’ deeper views on the Committee’s role and key areas of focus in relation to this topi",p.103,no,no,unclear,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging PSON-GOV-020 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
PSON-GOV-021,Pearson plc,PSON,Media,PSON-001,Ai governance framework (p.109),document_level_governance_discussion,"led model. Principles such as ‘freedom in a box’ were discussed, aiming to balance innovation with common standards, as well as a focus on data and AI governance. The Committee emphasised the importance of clear accountability, engineering discipline and cultural alignment to successfully support",p.109,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging PSON-GOV-021 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
PSON-GOV-022,Pearson plc,PSON,Media,PSON-002,Ai governance framework (p.9),document_level_governance_discussion,"the opportunity and a responsibility to help employers and employees upskill, so they can meet the future needs of a world increasingly shaped by AI. Vishaal Gupta President – Enterprise Learning and Skills Annual report and accounts 2024 Pearson plc 7 Strategic report Governance report Financial",p.9,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging PSON-GOV-022 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
PSON-GOV-023,Pearson plc,PSON,Media,PSON-002,Ai governance framework (p.16),document_level_governance_discussion,"vides centralised oversight and governance, ensuring consistent quality and continued leadership in the application of innovative technology, like GenAI. We are extending our platform modernisation initiatives to the enterprise sector, leveraging AI to enhance learning and experience platforms. We w",p.16,no,no,unclear,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging PSON-GOV-023 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
PSON-GOV-024,Pearson plc,PSON,Media,PSON-002,Safeguards and responsible use (p.18),document_level_governance_discussion,"iment with, and scale innovations to build a strong foundation for long-term growth. Through this journey, we will remain committed to responsible AI and ethical data practices, ensuring transparency, fairness and impact in education. Capital Allocation Capital Allocation We align our investme",p.18,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging PSON-GOV-024 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
PSON-GOV-025,Pearson plc,PSON,Media,PSON-002,Safeguards and responsible use (p.35),document_level_governance_discussion,porting Directive (CSRD) and additional mandatory reporting requirements. We are finalising our double materiality assessment. • Increasing use of AI across our portfolio to unlock additional learning opportunities. Pearson remains deeply committed to the responsible use of AI. We focused on furt,p.35,no,yes,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging PSON-GOV-025 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
PSON-GOV-026,Pearson plc,PSON,Media,PSON-002,Ai governance framework (p.39),document_level_governance_discussion,"mpaign, more employees can identify phishing emails, helping to improve our phishing test results and enhance business security. We have integrated AI into our trust and safety governance framework, ensuring consistent standards across AI, data privacy and cyber security. Our AI guidance supports",p.39,no,yes,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging PSON-GOV-026 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
PSON-GOV-027,Pearson plc,PSON,Media,PSON-002,Ai governance framework (p.62),document_level_governance_discussion,"sustain this momentum. Management actions 1. Establishing a centralised data and AI solutions hub for governance and oversight, as well as forming AI delivery squads to drive a cohesive Pearson-wide AI approach. 2. Embedding AI into content creation products and services, creating efficiencies a",p.62,no,no,unclear,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging PSON-GOV-027 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
PSON-GOV-028,Pearson plc,PSON,Media,PSON-003,Safeguards and responsible use (not_applicable),document_level_governance_discussion,"ndustries to accelerate AI Transformation. As AI investments increase, the demand for training and support to enable effective and responsible use of AI has never been greater. We are thrilled to partner with Pearson to help global enterprises develop learning experiences that empower employees with t",not_applicable,yes,yes,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging PSON-GOV-028 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
CNA-GOV-001,Centrica,CNA,Multiline utilities,CNA-001,Safeguards and responsible use (p.8),document_level_governance_discussion,"gy and remain alert to emerging risks. We prepare for these changes by continuing to invest in digital transformation and harnessing the power of AI, enhancing our risk management capabilities and deepening our engagement with regulators and policymakers. Our commitment is to safeguard the int",p.8,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging CNA-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
CNA-GOV-002,Centrica,CNA,Multiline utilities,CNA-001,Ai governance framework (p.18),document_level_governance_discussion,"Our market trends Strategic Report Governance Financial Statements Other Information 16 Growing consumer engagement Advances in technology, such as artificial intelligence and machine learning, are revolutionising the energy sector, unlocking opportunities to improve customer offers, reduce costs and better manage ou",p.18,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging CNA-GOV-002 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
CNA-GOV-003,Centrica,CNA,Multiline utilities,CNA-001,Safeguards and responsible use (p.61),document_level_governance_discussion,"f the Board by the Audit and Risk Committee. The Board also sets clear expectations for the ethical and responsible use of Artificial Intelligence (AI) across t h e G r o u p , w i t h d e t a i l e d o v e r s i g h t o f A I - r e l a t e d r i s k s a n d controls delegated to the Audi",p.61,no,yes,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging CNA-GOV-003 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
CNA-GOV-004,Centrica,CNA,Multiline utilities,CNA-001,Ai governance framework (p.75),document_level_governance_discussion,"date, IT issues continued to persist in certain areas, and that further upgrade will be required in FY2026. Oversight of Artificial Intelligence (AI) remained an integral part of the Committee’s remit. Corporate governance In anticipation of developments under the UK Corporate Governance Code r",p.75,no,no,unclear,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging CNA-GOV-004 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
CNA-GOV-005,Centrica,CNA,Multiline utilities,CNA-001,Safeguards and responsible use (p.77),document_level_governance_discussion,"29 and readiness for the annual controls declaration; • Further emphasis on IT controls, including emerging considerations relating to Responsible AI; and • Increased attention to CSRD readiness and the developing approach to sustainability assurance. Nathan Bostock Chair of the Audit and Risk Co",p.77,no,no,no,no,no,unclear,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging CNA-GOV-005 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
CNA-GOV-006,Centrica,CNA,Multiline utilities,CNA-003,Ai governance framework (not_applicable),document_level_governance_discussion,"used to better manage governance and ALM at scale. This set the foundation for the use of advanced Power Platform tools like Power Apps code apps and Copilot Studio. The company has moved to new level of innovation with powerful, customized applications and advanced multi-agent AI solutions. Together, the",not_applicable,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging CNA-GOV-006 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
CNA-GOV-007,Centrica,CNA,Multiline utilities,CNA-003,Safeguards and responsible use (not_applicable),document_level_governance_discussion,"he same guardrails that we’ve built into our managed environments.” Dale Wakeman, Head of Power Platform, Centrica Accelerating AI development with Copilot Studio Centrica is also leveraging its Power Platform foundation to support innovative AI development. The company started by enabling all employees",not_applicable,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging CNA-GOV-007 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
BATS-GOV-001,British American Tobacco,BATS,Tobacco,BATS-001,Ai governance framework (p.177),document_level_governance_discussion,"lar penetration testing and incident simulations. Specialised programmes address emerging risks areas, such as operational technology security and AI governance. Strategic investments in cyber security capabilities are guided by annual planning cycles and informed by external benchmarking. BAT A",p.177,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging BATS-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
BATS-GOV-002,British American Tobacco,BATS,Tobacco,BATS-001,Safeguards and responsible use (p.188),document_level_governance_discussion,"s our organisation. SoBC compliance is reinforced with training, which in 2025 focused on our Responsible Marketing Principles, responsible use of AI, fostering an inclusive culture and respect in the workplace, together with a Group-wide SoBC sign-off process at the end of each year. Our SoBC i",p.188,yes,yes,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging BATS-GOV-002 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
BATS-GOV-003,British American Tobacco,BATS,Tobacco,BATS-001,Safeguards and responsible use (p.191),document_level_governance_discussion,"rmation, Digital & Technology (IDT) strategy to drive productivity through strategic partnerships, digital capabilities build, responsible use of AI and cyber security resilience, including oversight of the cyber security incident response plan. Reviewing the Group risk register and risk appet",p.191,no,yes,unclear,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging BATS-GOV-003 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
BATS-GOV-004,British American Tobacco,BATS,Tobacco,BATS-001,Ai governance framework (p.201),document_level_governance_discussion,"advisers. This covered the growth of generative AI to date and looking ahead to 2035, business impacts and key use cases, the approach to enabling generative AI across the Group and considerations for the Board, including efficiency opportunities and governance to promote its responsible and ethical use. T",p.201,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging BATS-GOV-004 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
BATS-GOV-005,British American Tobacco,BATS,Tobacco,BATS-001,Ai governance framework (p.208),document_level_governance_discussion,"integrity and compliance programme and the progression of our information and digital technology (IDT) strategy, with focus on cyber resilience and AI governance. The Committee also reviewed the outcomes of internal audit assessments conducted across our operations in 2025 and approved the design",p.208,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging BATS-GOV-005 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
BATS-GOV-006,British American Tobacco,BATS,Tobacco,BATS-001,Ai governance framework (p.213),document_level_governance_discussion,ities mapped to the Group risk register. Assignments conducted during the year included IDT infrastructure and controls; cyber security resilience; AI governance; excise management; sanctions compliance procedures; and consumer data privacy. Audit assignments were conducted through a combination o,p.213,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging BATS-GOV-006 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
BATS-GOV-007,British American Tobacco,BATS,Tobacco,BATS-002,Safeguards and responsible use (p.179),document_level_governance_discussion,"versight of the Group's Digital Business Solutions (DBS) strategy to drive productivity through enhanced use of technology and responsible use of AI, build resilience, and to simplify the Group's technology architecture. – Reviewing opportunities for the Group's Global Business Solutions organi",p.179,no,yes,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging BATS-GOV-007 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
BATS-GOV-008,British American Tobacco,BATS,Tobacco,BATS-002,Ai governance framework (p.190),document_level_governance_discussion,"velop the Board’s professional education programme for 2025 across various key topics, including sustainability, cyber security, responsible use of AI, and evolving regulation impacting the Group, supported by external perspectives. BAT Annual Report and Form 20-F 2024 Strategic Report Governance R",p.190,no,yes,no,no,no,unclear,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging BATS-GOV-008 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
BATS-GOV-009,British American Tobacco,BATS,Tobacco,BATS-002,Safeguards and responsible use (p.199),document_level_governance_discussion,"elation to the Group’s digital strategy and data management, with emphasis on digital transformation, cyber security resilience, responsible use of AI, and the approach to managing those risks (discussed further at pages 162 and 199 to 201); – oversight of the Group's sustainability data and repor",p.199,no,yes,unclear,no,no,unclear,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging BATS-GOV-009 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
BATS-GOV-010,British American Tobacco,BATS,Tobacco,BATS-002,Ai governance framework (p.203),document_level_governance_discussion,"ng into account identified emerging risks. Internal audit engagements planned for 2025 include sustainability reporting, cyber security resilience, AI governance, sanctions and other regulatory compliance procedures, alongside robust coverage of core business activities, lines of defence and IDT",p.203,no,no,no,no,no,unclear,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging BATS-GOV-010 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
KGF-GOV-001,Kingfisher plc,KGF,Retailers,KGF-002,Ai governance framework (p.76),document_level_governance_discussion,"e enabled Board members to meet a range of colleagues across the business whilst enhancing understanding in key areas, including trade proposition, Generative AI and small store concepts. 74 Kingfisher 2023/24 Annual Report and Accounts Governance Financial StatementsStrategic Report Other Information",p.76,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging KGF-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
BAB-GOV-001,Babcock International,BAB,Aerospace & defence,BAB-001,Safeguards and responsible use (p.108),document_level_governance_discussion,"s articulated in the bottom-up risk register process. The Committee undertook a dedicated thought leadership session with an external specialist on AI ethics entitled “Why AI Ethics matter for effective risk oversight”, to reduce the likelihood of unintended consequences. The Committee also commi",p.108,no,no,unclear,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging BAB-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
BAB-GOV-002,Babcock International,BAB,Aerospace & defence,BAB-001,Safeguards and responsible use (p.125),document_level_governance_discussion,"vels through independent technical assurance management systems, with a focus on Product Safety, Product Security, Product Quality and Responsible AI Use, and reporting across a range of technical performance metrics to enhance our understanding of the technical risk profile across our Company,",p.125,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging BAB-GOV-002 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
RTO-GOV-001,Rentokil Initial,RTO,Support services,RTO-001,Ai governance framework (p.11),document_level_governance_discussion,We have responded to the evolving digital landscape with increased investment in our brand websites to ensure their positioning is optimised for AI-generated search answers Rentokil Initial plc Annual Report 2025 11 Strategic Report Other InformationFinancial StatementsCorporate Governance,p.11,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging RTO-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
RTO-GOV-002,Rentokil Initial,RTO,Support services,RTO-001,Ai governance framework (p.71),document_level_governance_discussion,"n in areas such as pay transparency and corporate governance requirements and non-toxic pest management requirements Operational: Increasing use of AI, internal risks from inappropriate usage or lack of effective use in future technologies, and externally from increasingly sophisticated phishing a",p.71,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging RTO-GOV-002 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
RTO-GOV-003,Rentokil Initial,RTO,Support services,RTO-001,Ai governance framework (p.91),document_level_governance_discussion,"ed single source of truth through modernised data foundations and a global governance framework to ensure the responsible and ethical deployment of AI technologies across all our regions. We scrutinised specific high-impact initiatives, including the rollout of an AI agent platform designed to aut",p.91,no,yes,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging RTO-GOV-003 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
JD-GOV-001,JD Sports,JD,General retailers,JD-003,Ai governance framework (p.3),document_level_governance_discussion,"step, while giving JD Sports the accuracy, governance, and operational control an enterprise business requires. It’s a meaningful step toward making AI-driven commerce real for consumers at scale.” Consumers are increasingly shifting toward AI assistants for product research and recommendations. Acco",p.3,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging JD-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
CCEP-GOV-001,Coca-Cola Europacific Partners,CCEP,Beverages,CCEP-001,Ai governance framework (p.10),document_level_governance_discussion,modernising infrastructure and carbon reduction bottles collected by CCEP Papua New Guinea through its PET plastic bottle collection programme new AI-powered smart coolers installed in 2025 in Australia following a successful trial at Sydney Airport Strategic Report Governance and Directors’ Re,p.10,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-05,Promoted from staging CCEP-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging: 
